TransactionID,UserID,CourseID,TransactionDate,UserName,Age,AgeGroup,Gender,CourseName,CourseCategory,CourseType,CourseLevel,Year,Month,MonthName,Quarter,DayOfWeek
TT02665,U02956,CR00005,2025-06-28,bryantgabriel,18,18-25,Male,Full Stack Development,Programming,Free,Beginner,2025,6,June,2,Saturday
TT02666,U02959,CR00006,2025-02-02,huntererik,29,26-35,Male,Graphic Design Basics,Design,Paid,Advanced,2025,2,February,1,Sunday
TT02667,U02959,CR00019,2025-07-22,huntererik,29,26-35,Male,Content Marketing,Marketing,Free,Advanced,2025,7,July,3,Tuesday
TT02668,U02962,CR00042,2025-04-25,katie12,23,18-25,Male,Investment Strategies,Finance,Free,Intermediate,2025,4,April,2,Friday
TT02669,U02968,CR00025,2025-11-25,karenjimenez,34,26-35,Female,Statistical Analysis,Data Science,Paid,Beginner,2025,11,November,4,Tuesday
TT02670,U02968,CR00056,2025-01-05,karenjimenez,34,26-35,Female,Google Ads Mastery,Digital Marketing,Paid,Advanced,2025,1,January,1,Sunday
TT02671,U02988,CR00016,2025-12-29,anthonyhampton,17,<18,Male,Digital Marketing,Marketing,Free,Intermediate,2025,12,December,4,Monday
TT02672,U02995,CR00051,2025-08-21,larryhunter,16,<18,Male,HTML & CSS,Web Development,Paid,Advanced,2025,8,August,3,Thursday
TT02673,U02996,CR00043,2025-11-21,rebeccamccoy,32,26-35,Male,Corporate Finance,Finance,Free,Beginner,2025,11,November,4,Friday
TT02674,U03000,CR00034,2025-02-06,harperdouglas,15,<18,Male,Data Encryption,Cybersecurity,Paid,Intermediate,2025,2,February,1,Thursday
TT02675,U00001,CR00034,2025-11-02,wilsonjordan,15,<18,Male,Data Encryption,Cybersecurity,Paid,Intermediate,2025,11,November,4,Sunday
TT02676,U00002,CR00004,2025-07-15,angela22,29,26-35,Female,Advanced Python,Programming,Free,Beginner,2025,7,July,3,Tuesday
TT02677,U00006,CR00028,2025-11-19,jacksonjose,21,18-25,Male,Deep Learning,Machine Learning,Paid,Advanced,2025,11,November,4,Wednesday
TT02678,U00007,CR00031,2025-03-08,grodriguez,24,18-25,Male,Network Security,Cybersecurity,Free,Intermediate,2025,3,March,1,Saturday
TT02679,U00008,CR00042,2025-07-30,adkinsapril,33,26-35,Female,Investment Strategies,Finance,Free,Intermediate,2025,7,July,3,Wednesday
TT02680,U00009,CR00006,2025-06-19,heathercallahan,20,18-25,Female,Graphic Design Basics,Design,Paid,Advanced,2025,6,June,2,Thursday
TT02681,U00016,CR00017,2025-09-27,josephmullins,32,26-35,Male,SEO Mastery,Marketing,Free,Advanced,2025,9,September,3,Saturday
TT02682,U00020,CR00004,2025-07-17,evansmichael,27,26-35,Female,Advanced Python,Programming,Free,Beginner,2025,7,July,3,Thursday
TT02683,U00022,CR00036,2025-05-20,patriciaadkins,31,26-35,Male,Agile Project Management,Project Management,Free,Beginner,2025,5,May,2,Tuesday
TT02684,U00023,CR00009,2025-06-14,micheal78,32,26-35,Male,Web Design Fundamentals,Design,Free,Beginner,2025,6,June,2,Saturday
TT02685,U00026,CR00040,2025-11-06,andrew02,19,18-25,Male,Leadership in Projects,Project Management,Paid,Beginner,2025,11,November,4,Thursday
TT02686,U00030,CR00037,2025-11-15,david76,34,26-35,Male,Scrum Essentials,Project Management,Free,Intermediate,2025,11,November,4,Saturday
TT02687,U00031,CR00052,2025-10-21,lovedavid,30,26-35,Male,JavaScript Mastery,Web Development,Free,Beginner,2025,10,October,4,Tuesday
TT02688,U00032,CR00015,2025-04-10,veronica83,18,18-25,Male,Leadership Essentials,Business,Paid,Beginner,2025,4,April,2,Thursday
TT02689,U00033,CR00006,2025-02-02,rodrigueznatalie,25,18-25,Male,Graphic Design Basics,Design,Paid,Advanced,2025,2,February,1,Sunday
TT02690,U00035,CR00028,2025-05-17,chernandez,32,26-35,Male,Deep Learning,Machine Learning,Paid,Advanced,2025,5,May,2,Saturday
TT02691,U00036,CR00003,2025-11-01,coxmichael,24,18-25,Female,C++ for Beginners,Programming,Free,Beginner,2025,11,November,4,Saturday
TT02692,U00039,CR00039,2025-03-01,blackdanielle,16,<18,Female,Project Planning,Project Management,Paid,Advanced,2025,3,March,1,Saturday
TT02693,U00040,CR00003,2025-05-13,briannamurphy,15,<18,Male,C++ for Beginners,Programming,Free,Beginner,2025,5,May,2,Tuesday
TT02694,U00044,CR00025,2025-05-19,rileyapril,19,18-25,Male,Statistical Analysis,Data Science,Paid,Beginner,2025,5,May,2,Monday
TT02695,U00049,CR00037,2025-04-29,nclark,32,26-35,Male,Scrum Essentials,Project Management,Free,Intermediate,2025,4,April,2,Tuesday
TT02696,U00050,CR00007,2025-08-14,rewing,33,26-35,Male,UI/UX Design,Design,Free,Advanced,2025,8,August,3,Thursday
TT02697,U00051,CR00009,2025-07-25,crystal12,32,26-35,Female,Web Design Fundamentals,Design,Free,Beginner,2025,7,July,3,Friday
TT02698,U00052,CR00028,2025-09-15,daniel48,25,18-25,Female,Deep Learning,Machine Learning,Paid,Advanced,2025,9,September,3,Monday
TT02699,U00053,CR00041,2025-12-18,tara07,34,26-35,Female,Financial Accounting,Finance,Paid,Beginner,2025,12,December,4,Thursday
TT02700,U00054,CR00050,2025-03-12,jessicaparker,22,18-25,Female,Computer Vision,Artificial Intelligence,Paid,Beginner,2025,3,March,1,Wednesday
TT02701,U00058,CR00024,2025-04-10,egomez,30,26-35,Female,Big Data Analytics,Data Science,Paid,Advanced,2025,4,April,2,Thursday
TT02702,U00059,CR00009,2025-08-21,elizabeth16,32,26-35,Male,Web Design Fundamentals,Design,Free,Beginner,2025,8,August,3,Thursday
TT02703,U00061,CR00031,2025-05-05,vincent12,32,26-35,Female,Network Security,Cybersecurity,Free,Intermediate,2025,5,May,2,Monday
TT02704,U00062,CR00003,2025-11-26,howenathaniel,28,26-35,Female,C++ for Beginners,Programming,Free,Beginner,2025,11,November,4,Wednesday
TT02705,U00064,CR00006,2025-09-08,donnabarker,33,26-35,Female,Graphic Design Basics,Design,Paid,Advanced,2025,9,September,3,Monday
TT02706,U00065,CR00053,2025-01-15,michaelcurtis,29,26-35,Male,React for Beginners,Web Development,Free,Advanced,2025,1,January,1,Wednesday
TT02707,U00067,CR00044,2025-11-06,jessica24,28,26-35,Female,Personal Finance,Finance,Paid,Intermediate,2025,11,November,4,Thursday
TT02708,U00077,CR00020,2025-08-30,shannon49,20,18-25,Male,Email Marketing,Marketing,Free,Intermediate,2025,8,August,3,Saturday
TT02709,U00079,CR00035,2025-10-04,aburke,28,26-35,Male,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,2025,10,October,4,Saturday
TT02710,U00080,CR00004,2025-05-21,mortonandrew,35,26-35,Female,Advanced Python,Programming,Free,Beginner,2025,5,May,2,Wednesday
TT02711,U00081,CR00008,2025-07-09,smithdanny,18,18-25,Female,Photoshop Mastery,Design,Free,Advanced,2025,7,July,3,Wednesday
TT02712,U00084,CR00040,2025-02-11,xperez,20,18-25,Male,Leadership in Projects,Project Management,Paid,Beginner,2025,2,February,1,Tuesday
TT02713,U00088,CR00048,2025-01-26,tgarcia,23,18-25,Male,AI Ethics,Artificial Intelligence,Free,Beginner,2025,1,January,1,Sunday
TT02714,U00089,CR00026,2025-05-16,austinspears,30,26-35,Male,Intro to Machine Learning,Machine Learning,Free,Intermediate,2025,5,May,2,Friday
TT02715,U00090,CR00037,2025-11-17,sethchavez,34,26-35,Male,Scrum Essentials,Project Management,Free,Intermediate,2025,11,November,4,Monday
TT02716,U00093,CR00015,2025-06-23,sextonelizabeth,16,<18,Male,Leadership Essentials,Business,Paid,Beginner,2025,6,June,2,Monday
TT02717,U00095,CR00046,2025-06-06,ojohnson,20,18-25,Male,AI for Beginners,Artificial Intelligence,Paid,Beginner,2025,6,June,2,Friday
TT02718,U00098,CR00010,2025-05-26,sarah43,31,26-35,Male,3D Modeling,Design,Free,Advanced,2025,5,May,2,Monday
TT02719,U00099,CR00025,2025-08-22,wharrison,29,26-35,Female,Statistical Analysis,Data Science,Paid,Beginner,2025,8,August,3,Friday
TT02720,U00100,CR00060,2025-09-21,swallace,32,26-35,Female,Content Creation,Digital Marketing,Free,Beginner,2025,9,September,3,Sunday
TT02721,U00101,CR00047,2025-03-07,rosejames,15,<18,Female,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,2025,3,March,1,Friday
TT02722,U00103,CR00013,2025-02-16,felicia29,30,26-35,Female,Finance for Startups,Business,Free,Advanced,2025,2,February,1,Sunday
TT02723,U00105,CR00025,2025-07-21,smithjacqueline,27,26-35,Male,Statistical Analysis,Data Science,Paid,Beginner,2025,7,July,3,Monday
TT02724,U00107,CR00003,2025-07-26,hayley84,18,18-25,Female,C++ for Beginners,Programming,Free,Beginner,2025,7,July,3,Saturday
TT02725,U00111,CR00060,2025-06-28,cynthia90,24,18-25,Male,Content Creation,Digital Marketing,Free,Beginner,2025,6,June,2,Saturday
TT02726,U00113,CR00039,2025-04-14,becky55,19,18-25,Male,Project Planning,Project Management,Paid,Advanced,2025,4,April,2,Monday
TT02727,U00116,CR00008,2025-04-27,schultzaustin,31,26-35,Male,Photoshop Mastery,Design,Free,Advanced,2025,4,April,2,Sunday
TT02728,U00119,CR00055,2025-06-11,phillipsrobert,28,26-35,Male,Full-Stack Web Development,Web Development,Paid,Advanced,2025,6,June,2,Wednesday
TT02729,U00130,CR00046,2025-01-16,eherring,17,<18,Male,AI for Beginners,Artificial Intelligence,Paid,Beginner,2025,1,January,1,Thursday
TT02730,U00131,CR00014,2025-10-24,chelsea48,19,18-25,Male,Sales Mastery,Business,Free,Advanced,2025,10,October,4,Friday
TT02731,U00132,CR00029,2025-10-21,kathysharp,22,18-25,Male,Natural Language Processing,Machine Learning,Free,Beginner,2025,10,October,4,Tuesday
TT02732,U00135,CR00023,2025-07-07,josephmichael,17,<18,Female,Machine Learning Fundamentals,Data Science,Free,Intermediate,2025,7,July,3,Monday
TT02733,U00141,CR00004,2025-02-06,jenkinswilliam,20,18-25,Male,Advanced Python,Programming,Free,Beginner,2025,2,February,1,Thursday
TT02734,U00142,CR00001,2025-01-20,brian08,17,<18,Female,Python Basics,Programming,Paid,Beginner,2025,1,January,1,Monday
TT02735,U00146,CR00058,2025-11-18,ihernandez,30,26-35,Female,Social Media Strategy,Digital Marketing,Free,Beginner,2025,11,November,4,Tuesday
TT02736,U00148,CR00023,2025-02-05,andersenmichael,35,26-35,Female,Machine Learning Fundamentals,Data Science,Free,Intermediate,2025,2,February,1,Wednesday
TT02737,U00151,CR00058,2025-02-27,johnjohnson,16,<18,Female,Social Media Strategy,Digital Marketing,Free,Beginner,2025,2,February,1,Thursday
TT02738,U00156,CR00045,2025-02-13,phill,17,<18,Male,Financial Modeling,Finance,Free,Advanced,2025,2,February,1,Thursday
TT02739,U00158,CR00005,2025-05-24,nicholas56,35,26-35,Female,Full Stack Development,Programming,Free,Beginner,2025,5,May,2,Saturday
TT02740,U00160,CR00040,2025-12-16,kingspencer,28,26-35,Female,Leadership in Projects,Project Management,Paid,Beginner,2025,12,December,4,Tuesday
TT02741,U00163,CR00037,2025-07-20,clinejacqueline,32,26-35,Female,Scrum Essentials,Project Management,Free,Intermediate,2025,7,July,3,Sunday
TT02742,U00167,CR00035,2025-11-16,rogersjohn,31,26-35,Female,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,2025,11,November,4,Sunday
TT02743,U00172,CR00026,2025-11-07,nglass,35,26-35,Female,Intro to Machine Learning,Machine Learning,Free,Intermediate,2025,11,November,4,Friday
TT02744,U00174,CR00056,2025-12-26,michelle60,29,26-35,Male,Google Ads Mastery,Digital Marketing,Paid,Advanced,2025,12,December,4,Friday
TT02745,U00176,CR00036,2025-07-27,gary81,34,26-35,Male,Agile Project Management,Project Management,Free,Beginner,2025,7,July,3,Sunday
TT02746,U00181,CR00025,2025-11-06,stephanie98,32,26-35,Female,Statistical Analysis,Data Science,Paid,Beginner,2025,11,November,4,Thursday
TT02747,U00182,CR00042,2025-01-21,nancyibarra,28,26-35,Female,Investment Strategies,Finance,Free,Intermediate,2025,1,January,1,Tuesday
TT02748,U00183,CR00026,2025-07-02,christopherhall,33,26-35,Male,Intro to Machine Learning,Machine Learning,Free,Intermediate,2025,7,July,3,Wednesday
TT02749,U00184,CR00032,2025-05-07,kroth,28,26-35,Male,Ethical Hacking,Cybersecurity,Free,Advanced,2025,5,May,2,Wednesday
TT02750,U00185,CR00055,2025-04-19,jwalls,27,26-35,Male,Full-Stack Web Development,Web Development,Paid,Advanced,2025,4,April,2,Saturday
TT02751,U00187,CR00001,2025-06-18,taylor05,18,18-25,Male,Python Basics,Programming,Paid,Beginner,2025,6,June,2,Wednesday
TT02752,U00188,CR00008,2025-11-07,robertsedward,18,18-25,Male,Photoshop Mastery,Design,Free,Advanced,2025,11,November,4,Friday
TT02753,U00189,CR00045,2025-08-18,latoya45,18,18-25,Male,Financial Modeling,Finance,Free,Advanced,2025,8,August,3,Monday
TT02754,U00190,CR00012,2025-03-30,hroberts,25,18-25,Female,Business Strategy,Business,Paid,Advanced,2025,3,March,1,Sunday
TT02755,U00193,CR00017,2025-06-24,stevenjames,33,26-35,Male,SEO Mastery,Marketing,Free,Advanced,2025,6,June,2,Tuesday
TT02756,U00194,CR00023,2025-02-07,carolynpage,35,26-35,Male,Machine Learning Fundamentals,Data Science,Free,Intermediate,2025,2,February,1,Friday
TT02757,U00195,CR00039,2025-07-10,stewartlisa,15,<18,Male,Project Planning,Project Management,Paid,Advanced,2025,7,July,3,Thursday
TT02758,U00197,CR00021,2025-03-04,parksderek,35,26-35,Female,Data Analysis with Python,Data Science,Free,Intermediate,2025,3,March,1,Tuesday
TT02759,U00199,CR00002,2025-05-06,millerstephanie,24,18-25,Female,Java Programming,Programming,Free,Intermediate,2025,5,May,2,Tuesday
TT02760,U00202,CR00003,2025-11-17,awilson,28,26-35,Female,C++ for Beginners,Programming,Free,Beginner,2025,11,November,4,Monday
TT02761,U00211,CR00036,2025-03-25,maryspencer,22,18-25,Male,Agile Project Management,Project Management,Free,Beginner,2025,3,March,1,Tuesday
TT02762,U00214,CR00047,2025-10-27,danielle41,24,18-25,Female,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,2025,10,October,4,Monday
TT02763,U00215,CR00011,2025-07-29,sandra29,28,26-35,Male,Entrepreneurship 101,Business,Paid,Intermediate,2025,7,July,3,Tuesday
TT02764,U00218,CR00016,2025-10-06,gregory81,15,<18,Female,Digital Marketing,Marketing,Free,Intermediate,2025,10,October,4,Monday
TT02765,U00219,CR00009,2025-02-02,daniellebishop,23,18-25,Female,Web Design Fundamentals,Design,Free,Beginner,2025,2,February,1,Sunday
TT02766,U00222,CR00028,2025-09-03,bentonkatrina,28,26-35,Male,Deep Learning,Machine Learning,Paid,Advanced,2025,9,September,3,Wednesday
TT02767,U00223,CR00042,2025-05-20,patricia65,35,26-35,Female,Investment Strategies,Finance,Free,Intermediate,2025,5,May,2,Tuesday
TT02768,U00224,CR00050,2025-11-21,denisebailey,15,<18,Female,Computer Vision,Artificial Intelligence,Paid,Beginner,2025,11,November,4,Friday
TT02769,U00225,CR00042,2025-09-21,sheila72,18,18-25,Male,Investment Strategies,Finance,Free,Intermediate,2025,9,September,3,Sunday
TT02770,U00226,CR00039,2025-11-06,marioperez,34,26-35,Female,Project Planning,Project Management,Paid,Advanced,2025,11,November,4,Thursday
TT02771,U00228,CR00024,2025-11-30,joshuarangel,18,18-25,Male,Big Data Analytics,Data Science,Paid,Advanced,2025,11,November,4,Sunday
TT02772,U00232,CR00032,2025-04-09,timothywatkins,26,26-35,Female,Ethical Hacking,Cybersecurity,Free,Advanced,2025,4,April,2,Wednesday
TT02773,U00233,CR00044,2025-11-06,robinsonmichael,32,26-35,Male,Personal Finance,Finance,Paid,Intermediate,2025,11,November,4,Thursday
TT02774,U00236,CR00034,2025-12-11,colin32,25,18-25,Female,Data Encryption,Cybersecurity,Paid,Intermediate,2025,12,December,4,Thursday
TT02775,U00243,CR00057,2025-01-12,thomastimothy,24,18-25,Female,SEO for E-commerce,Digital Marketing,Paid,Advanced,2025,1,January,1,Sunday
TT02776,U00244,CR00006,2025-03-02,josemartinez,28,26-35,Male,Graphic Design Basics,Design,Paid,Advanced,2025,3,March,1,Sunday
TT02777,U00246,CR00001,2025-05-09,william30,31,26-35,Male,Python Basics,Programming,Paid,Beginner,2025,5,May,2,Friday
TT02778,U00248,CR00045,2025-08-28,christopher76,17,<18,Male,Financial Modeling,Finance,Free,Advanced,2025,8,August,3,Thursday
TT02779,U00249,CR00004,2025-08-10,donaldmccoy,35,26-35,Female,Advanced Python,Programming,Free,Beginner,2025,8,August,3,Sunday
TT02780,U00250,CR00038,2025-09-22,gregorypierce,21,18-25,Male,Risk Management,Project Management,Paid,Intermediate,2025,9,September,3,Monday
TT02781,U00252,CR00008,2025-01-21,millermary,29,26-35,Female,Photoshop Mastery,Design,Free,Advanced,2025,1,January,1,Tuesday
TT02782,U00253,CR00059,2025-02-27,ymcgrath,19,18-25,Male,Affiliate Marketing,Digital Marketing,Free,Intermediate,2025,2,February,1,Thursday
TT02783,U00256,CR00009,2025-03-26,pearsonannette,35,26-35,Female,Web Design Fundamentals,Design,Free,Beginner,2025,3,March,1,Wednesday
TT02784,U00257,CR00037,2025-11-26,danielle50,29,26-35,Male,Scrum Essentials,Project Management,Free,Intermediate,2025,11,November,4,Wednesday
TT02785,U00258,CR00024,2025-11-12,marilynbailey,19,18-25,Male,Big Data Analytics,Data Science,Paid,Advanced,2025,11,November,4,Wednesday
TT02786,U00261,CR00029,2025-11-07,darrell83,28,26-35,Female,Natural Language Processing,Machine Learning,Free,Beginner,2025,11,November,4,Friday
TT02787,U00262,CR00031,2025-12-06,dawnsawyer,24,18-25,Male,Network Security,Cybersecurity,Free,Intermediate,2025,12,December,4,Saturday
TT02788,U00266,CR00056,2025-06-23,fstephens,25,18-25,Female,Google Ads Mastery,Digital Marketing,Paid,Advanced,2025,6,June,2,Monday
TT02789,U00270,CR00053,2025-02-09,karenpratt,23,18-25,Male,React for Beginners,Web Development,Free,Advanced,2025,2,February,1,Sunday
TT02790,U00271,CR00058,2025-06-11,ldurham,15,<18,Male,Social Media Strategy,Digital Marketing,Free,Beginner,2025,6,June,2,Wednesday
TT02791,U00273,CR00060,2025-02-24,wattsphilip,25,18-25,Female,Content Creation,Digital Marketing,Free,Beginner,2025,2,February,1,Monday
TT02792,U00275,CR00019,2025-12-15,benjaminmendoza,28,26-35,Female,Content Marketing,Marketing,Free,Advanced,2025,12,December,4,Monday
TT02793,U00276,CR00025,2025-03-20,cassandrayoung,22,18-25,Female,Statistical Analysis,Data Science,Paid,Beginner,2025,3,March,1,Thursday
TT02794,U00277,CR00018,2025-06-10,oriddle,21,18-25,Male,Social Media Marketing,Marketing,Free,Advanced,2025,6,June,2,Tuesday
TT02795,U00281,CR00020,2025-06-18,bailey28,30,26-35,Female,Email Marketing,Marketing,Free,Intermediate,2025,6,June,2,Wednesday
TT02796,U00288,CR00033,2025-01-28,michellemartin,35,26-35,Male,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,2025,1,January,1,Tuesday
TT02797,U00289,CR00028,2025-08-17,christopher37,17,<18,Female,Deep Learning,Machine Learning,Paid,Advanced,2025,8,August,3,Sunday
TT02798,U00294,CR00026,2025-07-05,traceybrown,21,18-25,Female,Intro to Machine Learning,Machine Learning,Free,Intermediate,2025,7,July,3,Saturday
TT02799,U00295,CR00029,2025-06-06,jean02,29,26-35,Male,Natural Language Processing,Machine Learning,Free,Beginner,2025,6,June,2,Friday
TT02800,U00299,CR00014,2025-11-28,vincentadam,20,18-25,Female,Sales Mastery,Business,Free,Advanced,2025,11,November,4,Friday
TT02801,U00302,CR00051,2025-04-16,nelsonsamantha,34,26-35,Female,HTML & CSS,Web Development,Paid,Advanced,2025,4,April,2,Wednesday
TT02802,U00304,CR00040,2025-07-16,lucaswilliam,35,26-35,Male,Leadership in Projects,Project Management,Paid,Beginner,2025,7,July,3,Wednesday
TT02803,U00305,CR00035,2025-11-12,ypeters,22,18-25,Male,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,2025,11,November,4,Wednesday
TT02804,U00306,CR00043,2025-12-22,aaronfrazier,28,26-35,Male,Corporate Finance,Finance,Free,Beginner,2025,12,December,4,Monday
TT02805,U00309,CR00038,2025-04-26,gilbertjoseph,27,26-35,Male,Risk Management,Project Management,Paid,Intermediate,2025,4,April,2,Saturday
TT02806,U00313,CR00059,2025-09-16,qsmith,29,26-35,Female,Affiliate Marketing,Digital Marketing,Free,Intermediate,2025,9,September,3,Tuesday
TT02807,U00318,CR00011,2025-11-14,dudleyaimee,20,18-25,Male,Entrepreneurship 101,Business,Paid,Intermediate,2025,11,November,4,Friday
TT02808,U00319,CR00039,2025-05-26,ysmith,15,<18,Female,Project Planning,Project Management,Paid,Advanced,2025,5,May,2,Monday
TT02809,U00324,CR00004,2025-07-15,wpowell,16,<18,Male,Advanced Python,Programming,Free,Beginner,2025,7,July,3,Tuesday
TT02810,U00325,CR00014,2025-04-20,thomas96,26,26-35,Male,Sales Mastery,Business,Free,Advanced,2025,4,April,2,Sunday
TT02811,U00326,CR00052,2025-04-23,ashleyjohnson,25,18-25,Female,JavaScript Mastery,Web Development,Free,Beginner,2025,4,April,2,Wednesday
TT02812,U00331,CR00006,2025-08-10,john39,17,<18,Male,Graphic Design Basics,Design,Paid,Advanced,2025,8,August,3,Sunday
TT02813,U00332,CR00027,2025-09-14,steinjane,25,18-25,Male,Neural Networks,Machine Learning,Free,Advanced,2025,9,September,3,Sunday
TT02814,U00333,CR00045,2025-04-17,carmen47,26,26-35,Female,Financial Modeling,Finance,Free,Advanced,2025,4,April,2,Thursday
TT02815,U00335,CR00035,2025-03-21,garneranthony,33,26-35,Female,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,2025,3,March,1,Friday
TT02816,U00336,CR00048,2025-12-30,milescaitlin,19,18-25,Male,AI Ethics,Artificial Intelligence,Free,Beginner,2025,12,December,4,Tuesday
TT02817,U00341,CR00017,2025-07-21,ggonzalez,24,18-25,Male,SEO Mastery,Marketing,Free,Advanced,2025,7,July,3,Monday
TT02818,U00343,CR00029,2025-04-02,adriana50,31,26-35,Male,Natural Language Processing,Machine Learning,Free,Beginner,2025,4,April,2,Wednesday
TT02819,U00349,CR00029,2025-09-05,fostermichael,28,26-35,Male,Natural Language Processing,Machine Learning,Free,Beginner,2025,9,September,3,Friday
TT02820,U00355,CR00010,2025-11-12,johnsonfrederick,15,<18,Female,3D Modeling,Design,Free,Advanced,2025,11,November,4,Wednesday
TT02821,U00358,CR00037,2025-07-22,johnmcdonald,19,18-25,Male,Scrum Essentials,Project Management,Free,Intermediate,2025,7,July,3,Tuesday
TT02822,U00359,CR00005,2025-07-23,jeremiahshaw,29,26-35,Female,Full Stack Development,Programming,Free,Beginner,2025,7,July,3,Wednesday
TT02823,U00360,CR00021,2025-04-19,qburke,32,26-35,Male,Data Analysis with Python,Data Science,Free,Intermediate,2025,4,April,2,Saturday
TT02824,U00361,CR00016,2025-08-14,pmoon,18,18-25,Female,Digital Marketing,Marketing,Free,Intermediate,2025,8,August,3,Thursday
TT02825,U00363,CR00008,2025-11-12,haysbarbara,32,26-35,Female,Photoshop Mastery,Design,Free,Advanced,2025,11,November,4,Wednesday
TT02826,U00364,CR00036,2025-04-20,cynthiamiller,34,26-35,Male,Agile Project Management,Project Management,Free,Beginner,2025,4,April,2,Sunday
TT02827,U00368,CR00008,2025-03-18,michael12,26,26-35,Male,Photoshop Mastery,Design,Free,Advanced,2025,3,March,1,Tuesday
TT02828,U00372,CR00028,2025-07-27,bpatrick,23,18-25,Male,Deep Learning,Machine Learning,Paid,Advanced,2025,7,July,3,Sunday
TT02829,U00373,CR00013,2025-10-28,daniel56,26,26-35,Female,Finance for Startups,Business,Free,Advanced,2025,10,October,4,Tuesday
TT02830,U00374,CR00048,2025-12-05,hmarsh,28,26-35,Female,AI Ethics,Artificial Intelligence,Free,Beginner,2025,12,December,4,Friday
TT02831,U00376,CR00009,2025-01-07,jeffrey59,29,26-35,Male,Web Design Fundamentals,Design,Free,Beginner,2025,1,January,1,Tuesday
TT02832,U00377,CR00057,2025-10-12,andersondonald,21,18-25,Female,SEO for E-commerce,Digital Marketing,Paid,Advanced,2025,10,October,4,Sunday
TT02833,U00380,CR00028,2025-01-23,rebeccabowman,23,18-25,Female,Deep Learning,Machine Learning,Paid,Advanced,2025,1,January,1,Thursday
TT02834,U00381,CR00010,2025-05-06,richardsondanny,32,26-35,Male,3D Modeling,Design,Free,Advanced,2025,5,May,2,Tuesday
TT02835,U00385,CR00030,2025-01-07,melissa61,20,18-25,Male,Reinforcement Learning,Machine Learning,Free,Intermediate,2025,1,January,1,Tuesday
TT02836,U00387,CR00028,2025-08-10,elliottjacob,29,26-35,Female,Deep Learning,Machine Learning,Paid,Advanced,2025,8,August,3,Sunday
TT02837,U00391,CR00033,2025-08-15,morrisonronald,19,18-25,Female,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,2025,8,August,3,Friday
TT02838,U00393,CR00035,2025-02-26,ryan80,30,26-35,Male,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,2025,2,February,1,Wednesday
TT02839,U00395,CR00035,2025-12-26,karenholder,22,18-25,Female,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,2025,12,December,4,Friday
TT02840,U00397,CR00051,2025-02-11,padams,16,<18,Male,HTML & CSS,Web Development,Paid,Advanced,2025,2,February,1,Tuesday
TT02841,U00410,CR00053,2025-11-03,bcantu,33,26-35,Male,React for Beginners,Web Development,Free,Advanced,2025,11,November,4,Monday
TT02842,U00414,CR00007,2025-10-16,popesteven,25,18-25,Male,UI/UX Design,Design,Free,Advanced,2025,10,October,4,Thursday
TT02843,U00420,CR00040,2025-04-28,jennifer64,24,18-25,Female,Leadership in Projects,Project Management,Paid,Beginner,2025,4,April,2,Monday
TT02844,U00421,CR00010,2025-10-21,karenlambert,32,26-35,Male,3D Modeling,Design,Free,Advanced,2025,10,October,4,Tuesday
TT02845,U00425,CR00050,2025-08-21,erik67,19,18-25,Male,Computer Vision,Artificial Intelligence,Paid,Beginner,2025,8,August,3,Thursday
TT02846,U00428,CR00019,2025-06-26,stewartdiane,23,18-25,Male,Content Marketing,Marketing,Free,Advanced,2025,6,June,2,Thursday
TT02847,U00429,CR00042,2025-09-04,bmckay,23,18-25,Female,Investment Strategies,Finance,Free,Intermediate,2025,9,September,3,Thursday
TT02848,U00431,CR00012,2025-10-10,collinsjason,15,<18,Female,Business Strategy,Business,Paid,Advanced,2025,10,October,4,Friday
TT02849,U00432,CR00017,2025-08-30,umiller,31,26-35,Male,SEO Mastery,Marketing,Free,Advanced,2025,8,August,3,Saturday
TT02850,U00433,CR00006,2025-01-28,elewis,32,26-35,Female,Graphic Design Basics,Design,Paid,Advanced,2025,1,January,1,Tuesday
TT02851,U00434,CR00057,2025-02-06,knightjake,22,18-25,Male,SEO for E-commerce,Digital Marketing,Paid,Advanced,2025,2,February,1,Thursday
TT02852,U00435,CR00044,2025-06-20,lgreene,34,26-35,Female,Personal Finance,Finance,Paid,Intermediate,2025,6,June,2,Friday
TT02853,U00439,CR00008,2025-12-05,idiaz,31,26-35,Female,Photoshop Mastery,Design,Free,Advanced,2025,12,December,4,Friday
TT02854,U00440,CR00053,2025-12-17,maxwellsmith,20,18-25,Female,React for Beginners,Web Development,Free,Advanced,2025,12,December,4,Wednesday
TT02855,U00441,CR00051,2025-03-16,taylor92,19,18-25,Male,HTML & CSS,Web Development,Paid,Advanced,2025,3,March,1,Sunday
TT02856,U00442,CR00015,2025-11-15,umaldonado,21,18-25,Female,Leadership Essentials,Business,Paid,Beginner,2025,11,November,4,Saturday
